timestamp_ph,timestamp_utc,latitude,longitude,B14,B15
2025-03-03 02:50:00,2025-03-02 18:50:00,14.77083,120.45537,289.9703943338327,285.6565514499667
2025-03-03 03:00:00,2025-03-02 19:00:00,14.77083,120.45537,290.9986592165627,287.3345707479438
2025-03-03 03:10:00,2025-03-02 19:10:00,14.77083,120.45537,293.24545808150094,290.10380837817206
2025-03-03 03:20:00,2025-03-02 19:20:00,14.77083,120.45537,289.6908946166469,285.8674978027211
2025-03-03 03:30:00,2025-03-02 19:30:00,14.77083,120.45537,290.6384247251982,286.6779364319485
2025-03-03 03:40:00,2025-03-02 19:40:00,14.77083,120.45537,290.2770614774411,286.5581881850703
2025-03-03 03:50:00,2025-03-02 19:50:00,14.77083,120.45537,288.19794533027545,285.2336121435736
2025-03-03 04:00:00,2025-03-02 20:00:00,14.77083,120.45537,271.23921195126354,265.0155215016383
2025-03-03 04:10:00,2025-03-02 20:10:00,14.77083,120.45537,268.59927252797996,262.97955778540006
2025-03-03 04:20:00,2025-03-02 20:20:00,14.77083,120.45537,269.45343849027114,262.9428351404252
2025-03-03 04:30:00,2025-03-02 20:30:00,14.77083,120.45537,268.0139770902178,261.6493231575159
2025-03-03 04:40:00,2025-03-02 20:40:00,14.77083,120.45537,255.46664459773115,251.1836512884959
2025-03-03 04:50:00,2025-03-02 20:50:00,14.77083,120.45537,253.73500406347472,249.8902374047016
